county,year,all_crimes,all_index_crimes,person_index_crimes,property_index_crimes,all_person_crimes,all_property_crimes,all_behavior_crimes,aggravated_assault,arson,burglary,curfew,disorderly_conduct,drugs,duii,embezzlement,family,forgery,fraud,gambling,kidnapping,larceny,liquor,motor_vehicle_theft,murder,negligent_homicide,other_behavior,other_sex_crimes,prostitution,rape,robbery,runaway,simple_assault,stolen_property,vandalism,weapons,all_crimes_rate
Curry,1999,967,149,17,132,164,182,621,13,6,24,4,22,122,208,0,11,10,5,0,0,93,108,15,1,0,116,12,0,2,1,8,135,0,29,22,4578.5
Curry,2000,1038,166,17,149,137,193,708,14,4,44,2,30,178,246,0,4,8,3,0,0,93,112,12,0,0,106,18,0,0,3,7,102,2,27,23,4903.7
Curry,2001,923,130,15,115,132,160,631,9,0,17,2,18,167,216,0,19,8,2,0,1,84,95,14,0,0,87,18,1,3,3,9,98,2,33,17,4245.6
Curry,2002,1033,118,14,104,170,141,722,12,4,29,0,39,238,214,0,10,6,9,0,2,54,88,21,2,0,108,18,0,0,0,4,136,2,16,21,4791.9
Curry,2003,790,128,23,105,149,135,506,18,1,28,4,29,135,142,0,8,4,3,0,0,67,71,10,1,0,104,15,0,2,2,1,111,2,20,12,3670.4
Curry,2004,852,97,7,90,111,115,626,7,1,18,4,35,159,156,0,8,3,5,0,1,61,92,11,0,0,152,23,0,0,0,7,80,2,14,13,3928.2
Curry,2005,729,111,6,105,65,144,520,4,1,15,0,27,116,129,0,4,6,7,0,0,78,75,12,0,0,150,4,0,1,1,12,55,2,23,7,3337.2
Curry,2006,769,131,22,109,110,142,517,18,3,25,0,40,104,132,0,0,3,4,0,0,78,90,6,1,0,132,8,0,0,3,9,80,0,23,10,3474.1
Curry,2007,644,99,15,84,89,114,441,13,3,10,3,38,84,110,0,6,8,0,0,1,72,84,2,0,0,105,3,0,0,2,6,70,0,19,5,2879.9
Curry,2008,802,122,30,92,116,144,542,29,1,9,0,34,79,144,0,3,13,13,0,0,69,129,14,0,0,137,13,0,1,0,9,73,0,25,7,3562.4
Curry,2009,855,128,22,106,142,167,546,22,0,27,0,41,69,149,1,0,17,11,0,46,68,114,11,0,0,158,7,0,0,0,3,67,0,32,12,3807.2
Curry,2010,965,158,29,129,93,200,672,29,1,29,0,37,128,169,0,4,12,21,0,0,87,117,13,0,0,192,5,1,0,0,13,59,0,37,11,4560.5
Curry,2011,1052,126,17,109,95,141,816,15,0,14,1,44,252,151,0,11,7,2,0,0,85,78,10,0,0,261,16,0,0,2,6,62,0,23,12,4710.4
Curry,2012,978,131,21,110,118,153,707,18,1,13,1,63,136,119,0,11,6,3,0,1,84,102,13,0,0,252,18,0,1,2,8,78,1,32,15,4386.8
Deschutes,1991,4721,1232,92,1140,576,1459,2686,73,23,214,39,185,213,1021,5,10,42,33,0,3,813,659,113,1,0,485,45,0,6,12,44,436,11,205,30,5861.4
Deschutes,1992,4704,1272,120,1152,693,1471,2540,75,9,233,51,201,168,899,2,8,33,68,0,2,811,454,108,5,1,699,51,0,10,30,27,519,14,193,33,5576.9
Deschutes,1993,4673,1165,119,1046,709,1379,2585,78,16,146,69,215,242,819,3,3,41,58,1,8,819,383,81,0,0,790,55,1,15,26,15,527,18,197,47,5293.4
Deschutes,1994,5380,1363,156,1207,888,1630,2862,117,27,167,50,248,423,779,1,16,69,80,0,1,896,437,144,2,2,808,48,0,12,25,21,681,33,213,80,5866.7
Deschutes,1995,5773,1600,148,1452,889,1921,2963,90,30,171,54,285,532,634,2,22,92,125,0,2,1121,381,160,1,0,916,37,1,10,47,63,702,24,196,75,6019.5
Deschutes,1996,5954,1455,152,1303,842,1746,3366,96,27,163,31,211,529,811,5,27,60,81,0,3,1006,638,134,2,0,997,43,1,11,43,51,644,31,239,70,5961.3
Deschutes,1997,6095,1533,150,1383,811,1883,3401,92,31,179,81,323,417,824,3,19,90,95,0,10,1114,510,90,0,1,1118,46,1,15,43,35,604,43,238,73,5907.2
Deschutes,1998,6629,1488,158,1330,909,1795,3925,93,19,153,81,393,529,858,0,24,81,54,0,7,1087,901,90,1,0,945,37,3,12,52,99,707,42,269,92,6164.1
Deschutes,1999,7199,1431,175,1256,1064,1658,4477,119,8,174,60,479,631,1130,3,41,40,83,0,3,1008,840,74,2,1,1123,80,1,14,40,92,805,26,242,80,6374.8
Deschutes,2000,6597,1247,130,1117,866,1507,4224,94,30,149,29,462,562,1002,0,22,71,70,0,8,902,710,66,2,0,1288,80,3,10,24,88,648,20,199,58,5673.3
Deschutes,2001,6512,1191,143,1048,824,1416,4272,95,42,147,31,394,648,932,1,29,60,57,0,13,817,666,84,7,0,1396,51,0,6,35,90,617,28,180,86,5438.3
Deschutes,2002,6289,1140,121,1019,770,1439,4080,86,17,137,26,363,624,1062,2,39,74,63,0,12,817,557,65,4,1,1007,59,0,13,18,330,577,28,236,72,5121.6
Deschutes,2003,6267,1248,131,1117,728,1588,3951,91,29,223,25,255,702,942,0,32,98,60,1,9,773,617,121,0,0,1168,55,0,9,31,133,533,35,249,76,4997.7
Deschutes,2004,6702,1237,136,1101,747,1541,4414,88,15,191,33,222,911,963,2,27,117,52,1,9,780,747,130,2,0,1273,80,2,17,29,146,522,29,225,89,5197.4
Deschutes,2005,6932,1398,185,1213,819,1694,4419,144,29,196,23,373,1026,952,3,21,83,97,0,6,889,586,128,3,1,1240,100,2,15,23,99,527,38,231,97,5112.6
Deschutes,2006,6979,1183,174,1009,733,1410,4836,130,29,167,11,226,1002,1224,2,39,57,71,0,9,740,584,102,3,0,1511,90,1,12,29,125,460,5,237,113,4869.7
Deschutes,2007,7969,1611,221,1390,881,1930,5158,145,47,232,42,237,963,1356,5,67,72,112,1,6,1060,757,98,5,0,1517,96,3,17,54,101,558,3,301,114,5308.7
Deschutes,2008,7564,1891,255,1636,1158,2184,4222,173,37,322,29,158,946,1077,2,73,64,138,0,14,1192,532,122,4,4,1209,164,3,16,62,62,721,7,300,133,4882.4
Deschutes,2009,6866,1303,194,1109,869,1545,4452,141,19,205,39,199,723,1291,2,68,26,117,0,12,850,506,54,1,0,1426,109,1,13,39,108,554,14,258,91,4367.4
Deschutes,2010,7535,1823,236,1587,905,2103,4527,185,25,172,46,280,980,1138,3,60,51,119,0,13,1203,386,212,3,2,1383,96,0,12,36,126,558,26,292,128,4379.3
Deschutes,2011,7521,1483,242,1241,831,1761,4929,200,18,151,55,257,1207,1097,2,79,56,108,0,9,986,427,104,1,2,1575,77,3,8,33,129,501,21,315,100,4733.9
Deschutes,2012,7053,1346,214,1132,736,1587,4730,156,25,112,46,283,1160,1098,1,55,49,91,0,7,941,425,79,0,1,1511,110,2,29,29,72,404,22,267,78,4404
Douglas,1991,6286,1036,127,909,939,1330,4017,96,19,195,147,253,387,1054,8,13,40,92,2,8,617,1299,97,5,1,769,66,1,11,15,47,737,21,241,45,6573.9
Douglas,1992,6200,1156,149,1007,943,1498,3759,113,28,209,189,298,428,813,4,9,52,111,0,6,688,945,110,0,2,949,65,2,12,24,54,721,17,279,72,6458.5
Douglas,1993,6786,1291,143,1148,1087,1664,4035,101,19,200,290,340,493,844,0,13,83,94,1,7,818,778,130,4,1,1144,72,1,13,25,62,864,30,290,69,7009.4
Douglas,1994,7182,1343,155,1188,1106,1803,4273,117,16,231,335,482,779,663,2,18,85,150,0,9,858,697,99,4,1,1128,85,1,8,26,62,856,41,321,108,7357.8
Douglas,1995,7665,1662,146,1516,1117,2375,4173,100,41,252,303,486,543,681,2,105,157,159,3,17,1079,887,185,2,2,927,81,6,9,35,61,871,47,453,171,7756.5
Douglas,1996,8937,1696,137,1559,1082,2277,5578,85,29,325,275,503,976,773,2,105,107,142,1,14,1089,1276,145,1,4,1425,127,2,5,46,84,800,61,377,158,8961.1
Douglas,1997,8827,1603,84,1519,945,2350,5532,65,20,283,200,372,1132,845,1,158,118,148,0,1,1100,1143,136,0,0,1439,73,2,2,17,60,787,60,484,181,8786.7
Douglas,1998,8137,1369,104,1265,887,1880,5370,74,13,275,271,402,921,1014,4,89,144,99,0,16,839,1095,151,3,2,1369,71,3,7,20,78,694,44,311,128,8094.2
Douglas,1999,8257,1243,109,1134,847,1799,5611,81,24,226,220,337,791,1097,2,49,95,181,0,15,826,1434,82,1,1,1532,94,1,8,19,61,628,36,327,89,8229
Douglas,2000,7791,1026,67,959,763,1584,5444,31,33,203,178,265,952,970,2,48,92,126,0,10,669,1410,87,1,1,1487,71,4,14,21,32,614,17,355,98,7746.1
Douglas,2001,7834,1104,63,1041,757,1654,5423,43,34,223,176,361,1191,941,2,49,50,134,0,4,735,1140,83,1,0,1384,103,0,10,9,73,587,15,378,108,7711.1
Douglas,2002,7288,1045,67,978,592,1376,5320,37,31,192,145,484,1127,857,3,60,51,77,0,6,713,1258,73,0,0,1196,76,1,7,23,93,443,8,228,99,7149.7
Douglas,2003,6885,1057,106,951,540,1467,4878,55,18,146,134,490,1060,803,5,54,91,42,0,3,725,943,80,4,0,1223,68,0,9,38,94,363,5,355,77,6705.9
Douglas,2004,6899,979,69,910,443,1354,5102,37,15,160,126,441,1174,725,5,42,81,71,0,6,694,1220,56,4,0,1190,64,0,6,22,82,304,22,250,102,6668.2
Douglas,2005,6752,1153,81,1072,472,1492,4788,52,23,167,68,467,1485,618,2,21,62,69,0,4,803,830,102,0,0,1156,69,0,10,19,58,318,15,249,85,6476.2
Douglas,2006,6971,903,61,842,372,1306,5293,33,26,164,115,303,1300,787,0,35,58,74,0,4,616,1087,62,1,0,1517,38,1,12,15,43,269,7,299,105,6613.6
Douglas,2007,6952,824,49,775,287,1098,5567,32,18,130,156,335,1297,956,1,32,29,59,0,5,593,1281,52,0,0,1398,28,0,7,10,28,205,9,207,84,6527.6
Douglas,2008,6136,731,29,702,281,1063,4792,20,20,113,47,183,1852,716,0,35,21,46,0,6,555,763,34,1,1,1079,39,0,2,6,16,206,2,272,101,5718.2
Douglas,2009,5317,675,48,627,288,894,4135,34,30,121,46,339,1089,697,1,29,24,43,0,6,468,707,38,0,1,1130,42,0,5,9,27,191,2,167,71,4936.9
Douglas,2010,5221,624,33,591,223,881,4117,16,14,80,63,375,969,605,3,22,24,57,0,3,473,711,38,1,0,1264,37,0,4,12,33,150,4,188,75,4961.3
Douglas,2011,5648,800,48,752,267,1006,4375,30,4,88,31,342,1455,669,1,19,26,69,0,4,627,475,37,2,0,1278,36,0,7,9,45,179,3,151,61,5239.6
Douglas,2012,5864,938,65,873,282,1215,4367,37,12,149,35,371,1473,595,1,25,47,83,0,3,674,575,50,0,1,1188,32,0,4,24,37,181,2,197,68,5419.5
Gilliam,1991,59,8,0,8,6,8,45,0,0,3,0,0,0,30,0,0,0,0,0,0,5,8,0,0,0,7,3,0,0,0,0,3,0,0,0,3470.7
Gilliam,1992,33,3,0,3,6,3,24,0,0,0,0,0,0,15,0,0,0,0,0,0,2,1,1,0,0,7,3,0,0,0,0,3,0,0,1,1907.5
Gilliam,1993,58,8,0,8,2,13,43,0,2,5,0,0,9,15,0,2,1,2,0,0,0,5,3,0,0,8,0,0,0,0,4,2,0,0,0,3372.2
Gilliam,1994,64,13,4,9,6,12,46,4,0,0,0,0,11,19,0,0,0,0,0,0,3,12,6,0,0,2,0,0,0,0,1,2,0,3,1,3555.7
Gilliam,1995,68,10,2,8,12,13,43,2,2,6,2,0,8,17,0,0,0,1,0,0,2,10,0,0,0,6,3,0,0,0,0,7,0,2,0,3798.8
Gilliam,1996,98,12,0,12,13,18,67,0,0,2,0,0,2,24,0,0,0,2,0,0,10,15,0,0,0,22,2,0,0,0,0,11,0,4,4,5297.2
Gilliam,1997,82,3,0,3,13,8,61,0,0,2,0,1,4,20,0,4,2,2,0,0,1,15,0,0,0,15,1,0,0,0,0,12,0,1,2,4456.4
Gilliam,1998,135,8,2,6,9,8,118,2,1,4,0,0,22,45,0,1,0,0,0,0,2,27,0,0,0,18,2,0,0,0,4,5,0,1,1,7181
Gilliam,1999,160,6,1,5,11,12,137,1,1,1,0,3,19,56,0,0,0,0,0,0,2,37,2,0,0,16,3,0,0,0,1,7,0,6,5,8377.2
Gilliam,2000,109,5,0,5,5,14,90,0,2,0,0,1,21,38,0,0,3,0,0,0,2,15,3,0,0,7,1,0,0,0,0,4,0,4,8,5694.8
Gilliam,2001,114,5,0,5,6,8,100,0,2,3,0,0,38,25,0,2,0,0,0,0,2,14,0,0,0,13,1,0,0,0,2,5,0,1,6,6006.4
Gilliam,2002,160,9,2,7,13,9,138,2,0,4,2,2,36,36,0,1,1,0,0,0,2,16,1,0,0,43,0,0,0,0,1,11,0,1,1,8438.6
Gilliam,2003,149,5,0,5,9,9,131,0,0,1,0,0,47,27,0,0,0,1,0,0,2,23,2,0,0,29,1,0,0,0,1,8,0,3,4,7862.8
Gilliam,2004,127,3,0,3,4,6,117,0,1,0,0,0,70,19,0,0,0,0,0,0,0,8,3,0,0,15,0,0,0,0,0,4,0,2,5,6708.9
Gilliam,2005,211,16,3,13,7,18,186,1,2,11,0,1,125,22,0,3,0,1,0,0,0,16,2,0,0,14,1,0,0,2,0,3,0,2,5,11211.6
Gilliam,2006,133,11,0,11,4,16,113,0,0,0,0,1,62,9,1,3,0,0,0,0,5,9,6,0,0,24,1,0,0,0,1,3,1,3,4,7089.3
Gilliam,2007,127,6,0,6,9,9,109,0,0,1,0,1,67,16,0,1,0,0,0,0,4,3,1,0,0,18,2,0,0,0,0,7,1,2,3,6777
Gilliam,2008,138,18,0,18,9,22,107,0,2,2,0,0,44,19,0,1,0,1,0,0,10,10,6,0,0,28,0,0,0,0,1,9,0,1,4,7367.9
Gilliam,2009,137,7,2,5,14,10,113,2,1,0,2,1,52,15,0,3,2,1,0,0,4,11,1,0,0,26,2,0,0,0,1,10,0,1,2,7322
Gilliam,2010,182,20,0,20,8,36,138,0,1,3,0,1,71,15,0,0,1,0,0,0,10,10,7,0,0,26,1,1,0,0,0,7,5,9,14,9655.7
Gilliam,2011,133,5,1,4,8,11,114,1,0,4,0,4,66,17,0,4,2,1,0,0,0,3,0,0,0,18,0,0,0,0,0,7,1,3,2,7074.6
Gilliam,2012,156,5,0,5,5,16,135,0,0,2,0,4,67,14,0,4,4,2,0,0,1,6,2,0,0,36,0,0,0,0,3,5,0,5,1,8210.5
Grant,1991,310,39,17,22,44,35,231,16,0,2,5,12,6,96,0,1,2,1,0,0,14,79,6,0,0,20,7,1,1,0,6,20,0,10,5,3879.8
Grant,1992,249,53,15,38,42,48,159,13,0,5,1,14,9,63,0,1,0,0,0,1,25,25,8,2,0,42,6,0,0,0,3,20,2,8,1,3167.9
Grant,1993,258,61,10,51,37,70,151,9,0,11,1,11,4,60,0,1,3,1,0,0,34,41,6,0,0,25,4,0,1,0,4,23,0,15,4,3253.3
Grant,1994,245,69,18,51,44,66,135,18,0,13,1,12,26,44,1,2,1,1,0,0,26,22,12,0,0,22,5,0,0,0,1,21,1,11,5,3081.8
Grant,1995,259,49,28,21,62,36,161,28,0,5,2,12,10,45,0,2,4,1,0,0,11,56,5,0,0,24,3,0,0,0,9,31,1,9,1,3233.5
Grant,1996,262,45,16,29,49,49,164,16,0,11,0,13,16,65,0,3,0,6,0,0,15,34,3,0,0,25,4,0,0,0,1,29,2,12,7,3258.8
Grant,1997,262,66,19,47,45,66,151,18,1,18,0,13,30,45,0,0,2,3,0,0,27,27,2,1,0,24,5,0,0,0,8,21,2,11,4,3242.8
Grant,1998,248,38,5,33,41,42,165,5,3,4,0,6,19,70,0,2,1,4,0,0,10,34,19,0,0,20,6,0,0,0,7,30,0,1,7,3054.3
Grant,1999,255,27,3,24,40,29,186,3,0,4,1,8,22,75,0,5,2,0,0,0,16,40,4,0,0,31,2,0,0,0,1,35,0,3,3,3207.5
Grant,2000,279,42,6,36,54,45,180,5,0,12,0,10,25,45,0,9,1,2,0,0,17,65,7,0,0,18,4,0,1,0,0,44,3,3,8,3521.5
Grant,2001,343,36,7,29,43,38,262,6,2,12,13,24,28,55,0,3,3,3,0,3,17,91,0,0,0,46,2,0,1,0,0,31,0,1,2,4403.6
Grant,2002,353,34,10,24,49,46,258,10,0,6,13,16,54,55,0,4,5,0,0,0,14,70,4,0,0,35,1,2,0,0,4,38,0,17,5,4565.4
Grant,2003,254,22,1,21,41,25,188,1,0,5,2,19,21,43,0,7,1,0,0,0,13,44,3,0,0,43,1,0,0,0,6,39,1,2,3,3330.9
Grant,2004,263,23,8,15,41,30,192,6,0,4,0,17,38,60,0,7,7,5,0,0,8,35,3,0,0,24,4,0,2,0,1,29,1,2,10,3407.8
Grant,2005,237,23,1,22,30,32,175,1,0,8,1,10,29,61,0,2,3,2,0,0,8,53,6,0,1,12,6,0,0,0,2,22,1,4,5,3099.8
Grant,2006,218,25,8,17,29,37,152,8,1,9,0,8,23,34,0,8,2,3,0,0,7,55,1,0,0,21,1,0,0,0,0,20,1,13,3,2874.7
Grant,2007,298,35,12,23,27,30,241,12,0,6,8,4,39,79,0,2,0,0,0,0,14,54,3,0,0,45,4,0,0,0,3,11,0,7,7,3959
Grant,2008,252,14,4,10,19,14,219,2,1,5,2,10,33,67,2,3,0,0,0,0,5,86,0,1,0,16,2,0,0,1,1,13,0,1,1,3373.3
Grant,2009,264,23,3,20,25,39,200,3,3,9,0,12,41,52,0,3,0,1,0,0,9,62,2,0,0,24,4,0,0,0,1,18,0,15,5,3539.3
Grant,2010,250,25,3,22,13,37,200,3,1,6,0,26,45,45,1,7,0,3,0,0,14,29,2,0,0,45,1,0,0,0,0,9,1,9,3,3328.6
Grant,2011,308,23,5,18,27,24,257,4,1,2,0,39,44,52,0,1,1,2,0,0,15,53,1,0,0,64,4,0,1,0,1,18,0,2,3,4134
Grant,2012,193,12,1,11,12,14,167,1,1,4,0,21,46,39,0,2,0,0,0,0,7,16,0,0,0,40,2,0,0,0,2,9,0,2,1,2590.4
Harney,1991,229,34,2,32,32,43,154,2,1,8,0,2,2,57,0,2,4,1,0,0,16,49,8,0,0,34,6,0,0,0,5,24,0,5,3,3257.1
Harney,1992,178,31,2,29,24,41,113,2,1,11,0,2,14,43,0,0,1,0,2,0,12,33,6,0,0,14,5,0,0,0,2,17,0,10,3,2539.2
Harney,1993,210,52,7,45,32,58,120,2,0,6,2,2,16,41,0,3,2,3,0,3,29,23,10,0,0,21,1,0,3,2,10,21,0,8,2,2974.4
Harney,1994,234,42,2,40,33,75,126,0,0,18,0,3,34,37,0,0,0,2,0,0,20,16,2,0,0,22,1,0,2,0,8,30,0,33,6,3236.7
Harney,1995,242,60,6,54,38,66,138,2,2,14,0,17,31,29,1,2,1,1,0,0,32,16,8,0,0,33,1,0,1,3,5,31,3,4,5,3342.5
Harney,1996,223,44,3,41,38,59,126,2,0,13,1,15,14,44,0,2,0,12,0,0,24,14,4,1,0,25,3,0,0,0,5,32,0,6,6,3097.1
Harney,1997,245,29,2,27,57,29,159,2,0,9,2,7,7,69,0,0,0,0,0,0,12,25,6,0,0,42,2,0,0,0,1,53,0,2,6,3402.7
Harney,1998,179,26,7,19,48,29,102,5,1,3,2,6,10,40,1,1,2,1,0,1,12,14,4,1,0,18,1,0,1,0,3,39,1,4,8,2412.7
Harney,1999,196,21,4,17,32,20,144,4,0,8,0,6,13,85,0,3,0,0,0,0,6,18,3,0,0,16,1,0,0,0,1,27,1,2,2,2599.6
Harney,2000,340,39,9,30,38,38,264,7,2,8,17,15,26,117,0,2,2,0,0,0,18,47,4,0,0,30,3,0,0,2,2,26,1,3,8,4470.6
Harney,2001,282,49,13,36,50,42,190,5,2,12,3,4,31,56,0,3,0,0,0,0,20,24,4,5,0,56,2,0,0,3,7,35,1,3,6,3734.4
Harney,2002,309,32,9,23,53,40,216,7,0,1,4,7,33,55,0,2,10,0,0,0,17,22,5,0,0,89,1,0,1,1,3,43,2,5,1,4108.7
Harney,2003,260,25,6,19,38,26,196,3,0,4,0,3,22,47,0,3,1,0,0,0,14,47,1,0,0,66,3,0,1,2,6,29,1,5,2,3615
Harney,2004,333,44,8,36,43,49,241,6,5,3,1,2,20,56,0,7,0,2,0,1,25,19,8,0,0,110,8,0,2,0,8,26,0,6,18,4432.8
Harney,2005,365,64,19,45,73,64,228,16,0,17,1,5,51,78,0,2,2,1,0,2,22,23,6,0,0,55,5,0,0,3,9,47,0,16,4,4871.6
Harney,2006,345,50,5,45,50,60,235,5,2,12,3,16,40,43,0,2,0,0,0,1,29,49,4,0,0,73,3,0,0,0,2,41,0,13,7,4616.7
Harney,2007,289,31,13,18,42,29,218,12,0,7,0,20,59,43,0,7,0,3,0,0,11,28,0,0,0,50,3,0,1,0,0,26,0,8,11,3877.6
Harney,2008,416,52,6,46,40,64,312,6,0,8,0,42,68,75,0,3,2,4,0,0,33,48,5,0,0,70,5,0,0,0,0,29,0,12,6,5585.5
Harney,2009,414,45,6,39,75,67,272,5,1,15,0,35,84,48,0,2,1,3,0,2,20,49,4,0,0,42,5,0,1,0,7,62,0,23,5,5572.8
Harney,2010,460,46,6,40,67,57,336,6,0,11,0,40,176,49,0,2,2,5,0,0,26,31,3,0,0,22,5,0,0,0,4,56,0,10,12,5958.6
Harney,2011,476,54,12,42,60,67,349,12,0,9,0,46,164,50,0,2,1,5,0,0,32,49,1,0,2,23,5,0,0,0,3,41,0,19,12,6454.2
Harney,2012,377,29,4,25,38,37,302,3,1,8,0,16,198,27,0,3,0,6,0,0,17,26,0,1,0,28,2,0,0,0,0,32,0,5,4,5153.9
Hood River,1991,1089,198,14,184,129,251,709,6,3,42,0,10,52,409,0,7,8,22,0,0,121,109,21,0,0,105,13,2,3,5,8,102,3,31,7,6402
Hood River,1992,1149,243,14,229,119,318,712,6,5,39,4,16,70,378,0,5,20,12,0,2,163,92,27,0,0,124,18,0,6,2,10,85,8,44,13,6573.2
Hood River,1993,1155,215,21,194,133,236,786,12,3,34,1,31,86,365,0,12,11,7,0,1,136,116,24,0,0,158,16,0,1,8,5,95,1,20,12,6434.7
Hood River,1994,1119,241,17,224,142,289,688,11,0,27,0,23,90,308,1,3,24,5,0,1,162,119,35,1,1,132,13,0,1,4,1,110,3,32,12,6087.8
Hood River,1995,1053,210,16,194,153,262,638,12,2,25,13,27,93,239,0,4,11,34,0,1,139,83,30,1,0,138,6,0,0,3,16,130,0,21,25,5574.2
Hood River,1996,1201,189,13,176,134,244,823,4,3,24,15,34,107,326,0,4,11,32,0,0,140,154,12,0,0,161,4,1,5,4,10,117,2,20,11,6219.6
Hood River,1997,1104,233,20,213,114,264,726,14,1,25,4,53,95,274,1,6,26,13,0,1,170,138,18,0,0,116,10,0,2,4,25,83,2,8,15,5664.4
Hood River,1998,1068,200,14,186,117,252,699,8,1,12,16,28,89,239,0,4,14,28,0,1,140,153,34,0,0,142,11,0,0,6,21,91,1,22,7,5371.9
Hood River,1999,1139,198,16,182,129,245,765,13,1,11,16,32,71,279,0,8,13,15,0,1,157,211,14,0,0,123,3,0,1,2,10,109,1,33,15,5627.2
Hood River,2000,895,86,9,77,109,127,659,7,5,7,2,33,104,278,2,4,12,4,0,1,57,119,13,0,0,101,8,0,0,2,4,91,1,26,14,4375
Hood River,2001,1076,129,12,117,103,156,817,7,1,11,32,39,139,313,0,13,11,4,0,2,94,144,12,0,0,121,2,0,0,5,6,87,0,23,10,5201.3
Hood River,2002,957,126,6,120,85,157,715,3,9,14,6,49,105,308,0,7,10,4,0,1,91,107,15,0,1,120,3,1,1,2,3,74,1,13,9,4648.3
Hood River,2003,953,100,9,91,86,129,738,8,4,8,5,67,159,260,0,13,19,7,0,1,64,105,19,0,0,115,6,0,1,0,3,70,4,4,11,4605.5
Hood River,2004,864,92,14,78,108,100,656,10,1,21,8,58,163,186,0,16,12,0,1,0,47,91,10,1,0,123,11,0,0,3,6,83,0,9,4,4057.5
Hood River,2005,766,91,16,75,86,104,576,11,1,13,2,54,129,176,0,8,9,4,1,0,53,82,9,0,0,107,6,0,2,3,4,64,1,14,13,3566.4
Hood River,2006,898,110,25,85,99,119,680,24,6,13,6,30,141,201,1,9,4,5,0,0,67,155,5,0,0,120,9,0,1,0,7,65,2,16,11,4141
Hood River,2007,872,133,17,116,85,162,625,15,4,13,6,37,116,167,2,13,3,7,0,0,92,136,11,0,0,138,2,0,0,2,5,66,10,20,7,3986.4
Hood River,2008,846,114,14,100,86,139,621,13,3,22,4,35,111,196,0,15,8,1,0,1,71,107,7,0,1,137,8,0,0,1,5,62,2,25,11,3831
Hood River,2009,771,97,9,88,77,135,559,8,3,6,1,30,127,187,0,13,3,10,0,0,76,93,6,0,0,98,10,0,0,1,1,58,3,28,9,3467.9
Hood River,2010,666,93,8,85,103,93,470,8,0,10,12,57,116,119,0,5,4,0,0,0,70,83,5,0,0,75,23,0,0,0,2,72,0,4,1,3048.2
Hood River,2011,644,91,19,72,115,105,424,8,0,12,2,50,135,105,0,0,5,6,1,0,55,46,5,2,0,78,8,0,3,6,1,88,3,19,6,2846.5
Hood River,2012,512,72,14,58,66,84,362,7,0,6,2,45,114,92,0,1,3,5,0,0,48,37,4,1,0,65,3,0,3,3,1,49,3,15,5,2238.3
Jackson,1991,10159,2825,329,2496,1303,3331,5525,250,46,298,227,396,445,1524,6,24,89,226,0,4,2035,1081,163,4,0,1646,128,1,38,37,59,842,51,417,122,6731
Jackson,1992,10651,2830,363,2467,1273,3346,6032,265,38,340,143,466,603,1362,7,33,85,229,0,3,1952,1311,175,4,0,1930,138,2,35,59,43,769,71,449,139,6874.1
Jackson,1993,11952,3382,481,2901,1571,3838,6543,366,25,355,257,626,730,1360,5,32,103,190,0,5,2359,1188,187,4,0,2104,150,5,41,70,73,935,51,563,168,7515.9
Jackson,1994,10113,3133,499,2634,1511,3563,5039,370,44,256,189,392,910,934,9,19,128,169,0,7,2194,633,184,6,1,1737,144,2,38,85,24,860,66,513,199,6185.8
Jackson,1995,10418,2996,466,2530,1419,3441,5558,358,47,261,143,415,914,1017,50,34,107,208,4,8,2089,823,180,3,3,1975,133,2,27,78,32,809,70,429,199,6225.9
Jackson,1996,11818,2645,367,2278,1342,3170,7306,288,33,293,274,412,801,1411,42,30,87,216,2,7,1842,1237,143,7,3,2952,116,5,26,46,26,849,68,446,156,6925
Jackson,1997,12088,2784,344,2440,1392,3449,7247,262,36,340,256,399,964,1364,44,52,163,235,0,2,1989,1099,111,2,0,2915,115,6,27,53,26,931,74,457,166,6969.1
Jackson,1998,11996,2587,295,2292,1272,3223,7501,208,48,293,283,439,953,1312,45,52,141,208,0,8,1882,1104,117,6,5,3187,144,5,25,56,9,820,64,425,157,6793.8
Jackson,1999,11008,2138,271,1867,1230,2674,7104,215,49,235,195,502,920,1581,53,40,139,160,0,10,1511,936,121,2,1,2775,134,6,21,33,13,814,66,340,136,6128.8
Jackson,2000,11352,2193,291,1902,1301,2811,7240,235,55,215,162,513,1357,1493,48,65,129,161,0,4,1580,974,107,2,2,2491,114,1,17,37,6,890,65,451,178,6244.9
Jackson,2001,12625,2230,274,1956,1262,2891,8472,201,75,222,315,607,1503,1613,54,65,143,153,0,4,1642,1280,92,1,2,2899,84,11,21,51,8,898,52,458,171,6862.1
Jackson,2002,13120,2442,272,2170,1262,3215,8643,206,72,337,283,708,1895,1687,47,55,175,235,0,4,1710,1145,123,5,3,2719,94,2,26,35,5,889,36,480,144,7036.7
Jackson,2003,13415,2401,344,2057,1363,3378,8674,263,55,231,254,741,1944,1526,37,50,267,206,0,5,1700,1317,126,8,0,2658,125,3,22,51,8,889,64,692,173,7154.4
Jackson,2004,12561,2333,347,1986,1335,2973,8253,276,39,265,161,822,2059,1341,63,53,209,209,0,3,1604,1147,117,4,0,2508,117,5,19,48,9,868,59,408,148,6639.8
Jackson,2005,11037,2066,309,1757,1213,2658,7166,249,25,234,72,647,2039,1194,55,57,197,226,0,0,1393,913,130,2,3,2079,118,12,16,42,8,783,52,346,145,5746.9
