County,Year,Assault,Homicide,Sex Crime,Kidnapping,Robbery,Arson,Burglary,Forgery,Theft,Driving,Drugs,Other
BAKER,1991,6.4,6.4,44.9,0,0,0,109.1,44.9,70.6,19.3,25.7,51.3
BAKER,1992,18.9,0,37.9,0,6.3,0,75.7,44.2,18.9,31.5,44.2,113.6
BAKER,1993,0,12.4,18.6,0,6.2,0,24.7,12.4,49.5,74.2,86.6,55.7
BAKER,1994,6.1,0,42.6,0,0,0,42.6,24.4,48.7,24.4,30.5,42.6
BAKER,1995,12,0,18,0,6,6,65.9,12,54,48,143.9,71.9
BAKER,1996,6,0,24,0,18,0,42.1,12,48.1,60.1,78.1,96.2
BAKER,1997,29.9,0,23.9,0,0,0,71.7,0,53.8,35.9,71.7,23.9
BAKER,1998,17.8,5.9,53.5,0,11.9,0,59.5,0,83.2,35.7,59.5,53.5
BAKER,1999,29.9,17.9,41.9,0,0,0,47.8,12,41.9,17.9,53.8,65.8
BAKER,2000,29.9,6,35.8,0,23.9,0,47.8,6,47.8,6,131.3,35.8
BAKER,2001,6,0,71.9,6,6,0,35.9,6,59.9,0,209.6,41.9
BAKER,2002,24,6,35.9,0,18,0,24,0,119.8,6,275.4,101.8
BAKER,2003,42.4,0,54.5,0,12.1,0,36.4,0,78.8,0,260.6,60.6
BAKER,2004,30.2,0,36.3,6,6,0,24.2,0,114.8,6,296.1,60.4
BAKER,2005,30.3,0,48.5,0,0,0,54.5,0,90.9,30.3,303,72.7
BAKER,2006,66.8,18.2,24.3,0,6.1,0,48.6,0,91.1,30.4,248.9,54.6
BAKER,2007,42.6,0,30.4,0,6.1,0,24.3,0,115.6,24.3,182.5,85.2
BAKER,2008,79,0,42.5,6.1,0,0,42.5,0,66.8,0,164.1,60.8
BAKER,2009,36.5,6.1,48.6,0,0,0,48.6,6.1,30.4,12.2,145.9,60.8
BAKER,2010,49.4,0,18.5,0,0,0,12.4,0,37.1,18.5,86.5,24.7
BAKER,2011,37,6.2,18.5,0,0,0,37,0,18.5,30.8,123.3,30.8
BAKER,2012,24.7,6.2,43.2,0,0,6.2,37,6.2,86.4,12.3,178.9,43.2
BAKER,2013,49.1,0,24.6,0,0,0,43,6.1,73.7,18.4,172,49.1
BENTON,1991,5.6,1.4,12.6,1.4,8.4,0,61.6,22.4,22.4,2.8,51.8,28
BENTON,1992,13.8,1.4,15.2,2.8,5.5,0,35.9,17.9,34.5,31.7,53.8,44.1
BENTON,1993,12.2,2.7,17.6,2.7,4.1,0,40.6,24.4,50.1,39.3,54.2,46
BENTON,1994,13.3,2.7,21.3,5.3,4,2.7,43.8,4,51.8,33.2,66.4,39.8
BENTON,1995,13.1,1.3,2.6,2.6,10.5,0,34.1,3.9,45.9,62.9,98.3,48.5
BENTON,1996,9,2.6,20.6,2.6,7.7,5.2,46.5,2.6,64.5,58.1,85.2,46.5
BENTON,1997,10.2,2.6,12.8,0,1.3,3.8,37.1,12.8,78,42.2,63.9,42.2
BENTON,1998,20.4,1.3,15.3,2.5,8.9,0,48.4,5.1,75.1,86.5,96.7,29.3
BENTON,1999,16.7,6.4,19.2,0,5.1,0,26.9,5.1,62.8,60.2,108.9,24.3
BENTON,2000,29.4,6.4,17.9,0,5.1,2.6,29.4,5.1,51.1,10.2,167.3,47.3
BENTON,2001,20.3,6.3,13.9,1.3,5.1,1.3,41.8,11.4,84.8,11.4,215.2,32.9
BENTON,2002,18.8,1.3,20,3.8,6.3,1.3,25,3.8,72.6,5,145.2,27.5
BENTON,2003,32.3,1.2,29.8,6.2,9.9,2.5,21.1,0,75.8,5,98.1,31.1
BENTON,2004,17.1,2.4,15.9,7.3,8.6,2.4,37.9,3.7,66.1,17.1,126,40.4
BENTON,2005,12.1,4.8,10.9,3.6,3.6,0,38.6,2.4,55.5,12.1,114.7,35
BENTON,2006,21.4,3.6,14.3,1.2,7.1,0,25,9.5,88,9.5,131.9,36.8
BENTON,2007,15.2,2.3,19.9,1.2,14.1,1.2,23.4,1.2,59.8,10.6,117.2,44.5
BENTON,2008,20.9,1.2,30.2,1.2,5.8,1.2,26.7,1.2,47.6,7,80.1,30.2
BENTON,2009,16.1,1.2,27.7,4.6,8.1,1.2,30,2.3,48.4,6.9,98,25.4
BENTON,2010,18.7,1.2,23.3,1.2,2.3,0,35,0,43.2,5.8,109.6,35
BENTON,2011,24.4,0,12.8,1.2,4.7,3.5,30.2,3.5,43,9.3,138.4,40.7
BENTON,2012,15,4.6,23.1,0,4.6,1.2,21.9,0,54.2,4.6,151,39.2
BENTON,2013,18.2,1.1,17.1,1.1,6.8,0,22.8,0,61.6,8,151.6,30.8
CLACKAMAS,1991,5.9,1.4,20.8,0.3,13.5,1,42.2,15.9,75.1,110.1,47.8,54.7
CLACKAMAS,1992,7.4,2.4,20.2,0.7,12.1,1.7,40.1,14.5,72.9,135.3,47.6,48.6
CLACKAMAS,1993,6.6,4.6,18.5,0.3,12.9,1,37.3,10.2,67.6,118.1,44.2,46.2
CLACKAMAS,1994,8.1,5.5,12.6,0.6,11.6,0.6,19.4,10,62.8,135.6,61.2,39.2
CLACKAMAS,1995,7,3.2,14,1,7,0.6,14,5.1,64.8,115,96.3,55.6
CLACKAMAS,1996,10.6,3.4,16.8,1.9,11.8,0.9,18.9,5.6,69.8,134.7,109,57.7
CLACKAMAS,1997,12.8,1.8,17,1.5,11.6,0,17.6,3,56.3,93.4,84,43.2
CLACKAMAS,1998,9,2.7,16.8,2.7,14.1,0.3,22.2,3.6,62.5,73.6,63.1,43.9
CLACKAMAS,1999,16.4,2.1,22.6,1.2,10.7,0,27.7,10.4,56.8,67.8,62.8,51.2
CLACKAMAS,2000,15.9,2.6,18.5,0.3,10.9,0.3,12.9,7.6,58.8,22.9,77.6,50.3
CLACKAMAS,2001,21.7,3.5,21.2,1.7,7.5,0.9,21.2,12.2,75.9,19.4,90.1,53.6
CLACKAMAS,2002,25.4,1.7,16.5,0.6,13.4,1.1,24.2,7.7,85.5,20.5,90.4,45.3
CLACKAMAS,2003,38.8,2,24.9,1.1,9.9,0.6,24.3,6.8,109.8,19,132.7,50.4
CLACKAMAS,2004,29.5,3.1,26.9,1.7,9.3,0.3,32,7,111.2,20.2,125.2,45.2
CLACKAMAS,2005,34.3,1.4,19.4,1.4,9.4,2.5,23.5,8.3,140.9,20.2,148.4,44.8
CLACKAMAS,2006,34.3,1.9,23.7,0.3,13.6,1.6,33.2,11.2,136.2,21.5,132.7,50.7
CLACKAMAS,2007,31.7,3,24.7,0.5,9.4,1.1,28.2,8.9,113.4,21.5,125.2,40.8
CLACKAMAS,2008,30,3.2,24.7,1.1,8.5,0.3,22.8,8,100.4,23.1,125.3,42.7
CLACKAMAS,2009,29.5,3.2,24.2,0.3,11.6,0.5,17.4,5.8,88.7,17.4,127.9,37.9
CLACKAMAS,2010,34.2,2.4,22.8,0.8,7.7,0.5,26.3,5,84.4,14.3,172,43
CLACKAMAS,2011,29.9,1.3,17.4,1.9,8.2,0.5,24,4.5,80.1,21.1,175.2,43.1
CLACKAMAS,2012,23.1,0.3,19.7,0.3,5.5,0.5,27,3.1,72.6,26.7,166.9,41.9
CLACKAMAS,2013,20.5,1.8,23.3,0,6.5,1,17.4,2.9,74.9,22,156.4,53.9
CLATSOP,1991,47.3,0,41.4,0,17.7,0,85.7,8.9,85.7,322.2,153.7,44.3
CLATSOP,1992,20.4,2.9,61.3,0,2.9,0,46.7,11.7,52.5,245.1,105,46.7
CLATSOP,1993,23.1,2.9,43.3,0,2.9,0,92.3,11.5,57.7,204.8,46.2,46.2
CLATSOP,1994,17,0,17,0,8.5,0,85.2,17,68.2,99.4,139.2,28.4
CLATSOP,1995,14.1,8.5,19.8,0,5.6,5.6,39.5,2.8,53.6,67.7,155.2,45.2
CLATSOP,1996,42.5,5.7,56.6,0,8.5,2.8,84.9,25.5,87.8,96.3,280.3,68
CLATSOP,1997,44.9,2.8,19.6,0,5.6,2.8,50.5,14,56.1,165.6,165.6,22.5
CLATSOP,1998,67.4,0,28.1,5.6,14,0,39.3,2.8,87.1,115.2,140.5,47.8
CLATSOP,1999,104,5.6,47.8,5.6,8.4,0,39.3,14.1,56.2,104,140.5,59
CLATSOP,2000,92.4,5.6,64.4,5.6,14,2.8,44.8,22.4,67.2,44.8,207.3,58.8
CLATSOP,2001,122.7,8.4,61.4,0,13.9,2.8,41.8,8.4,100.4,50.2,239.9,47.4
CLATSOP,2002,88.6,5.5,85.9,2.8,8.3,0,55.4,13.9,77.6,44.3,318.6,63.7
CLATSOP,2003,71.6,8.3,41.3,2.8,2.8,2.8,82.6,16.5,88.2,46.8,212.1,77.1
CLATSOP,2004,54.9,0,49.5,0,8.2,8.2,65.9,8.2,131.9,19.2,302.2,57.7
CLATSOP,2005,43.7,5.5,49.1,10.9,8.2,2.7,46.4,10.9,114.6,27.3,322.1,60
CLATSOP,2006,54,5.4,37.8,0,2.7,0,78.3,8.1,91.8,29.7,315.8,72.9
CLATSOP,2007,69.4,5.3,50.7,2.7,10.7,0,37.4,8,88.1,21.4,189.6,53.4
CLATSOP,2008,84.9,0,37.1,2.7,13.3,5.3,47.8,2.7,84.9,29.2,230.8,45.1
CLATSOP,2009,74,0,39.6,5.3,2.6,0,50.2,0,126.8,29.1,182.3,50.2
CLATSOP,2010,64.7,2.7,59.3,0,5.4,2.7,80.9,18.9,70.1,29.7,307.5,56.6
CLATSOP,2011,83.5,8.1,35,0,10.8,0,56.5,8.1,67.3,48.5,280,59.2
CLATSOP,2012,94.1,2.7,37.6,2.7,13.4,2.7,56.5,8.1,94.1,51.1,320,83.4
CLATSOP,2013,93.9,8.1,21.5,0,16.1,5.4,72.4,10.7,96.6,37.6,313.9,72.4
COLUMBIA,1991,10.4,13,28.6,0,13,0,67.6,20.8,36.4,10.4,127.4,44.2
COLUMBIA,1992,5.2,2.6,18,0,5.2,0,43.8,18,43.8,20.6,79.9,64.4
COLUMBIA,1993,17.7,5.1,30.4,0,10.1,2.5,53.2,22.8,50.7,5.1,83.7,33
COLUMBIA,1994,15,2.5,37.6,0,2.5,2.5,42.6,15,27.6,30.1,127.9,32.6
COLUMBIA,1995,29.6,4.9,27.1,0,12.3,0,42,4.9,42,51.8,140.7,49.4
COLUMBIA,1996,12.1,2.4,31.4,0,2.4,4.8,43.5,7.2,70.1,38.7,171.6,50.7
COLUMBIA,1997,23.8,2.4,31,2.4,4.8,0,21.4,4.8,40.5,23.8,107.2,35.7
COLUMBIA,1998,16.4,2.3,21.1,0,2.3,2.3,37.5,11.7,32.8,49.2,114.8,42.2
COLUMBIA,1999,27.7,2.3,46.2,0,2.3,0,32.3,9.2,23.1,101.7,124.8,67
COLUMBIA,2000,38.9,0,29.7,0,2.3,4.6,18.3,16,34.3,38.9,139.6,64.1
COLUMBIA,2001,38.4,0,33.9,2.3,0,2.3,22.6,11.3,45.1,29.3,185.1,45.1
COLUMBIA,2002,51.6,2.2,24.7,0,4.5,0,74,2.2,49.3,40.4,217.5,44.8
COLUMBIA,2003,55.6,6.7,33.3,0,4.4,2.2,33.3,0,35.6,35.6,204.4,55.6
COLUMBIA,2004,46,2.2,46,2.2,2.2,0,61.3,24.1,72.3,28.5,284.8,50.4
COLUMBIA,2005,56.3,2.2,30.3,6.5,4.3,0,34.6,13,71.4,54.1,313.7,75.7
COLUMBIA,2006,53.2,0,40.5,2.1,2.1,0,23.4,23.4,59.6,38.3,281.1,68.1
COLUMBIA,2007,44.2,6.3,33.6,2.1,2.1,0,44.2,8.4,73.6,42,279.6,37.8
COLUMBIA,2008,41.6,8.3,43.7,0,4.2,0,37.4,4.2,54.1,31.2,216.2,39.5
COLUMBIA,2009,45.4,4.1,41.3,2.1,0,0,37.2,2.1,51.6,22.7,181.8,51.6
COLUMBIA,2010,48.6,0,18.2,2,2,0,30.3,2,40.5,22.3,141.6,14.2
COLUMBIA,2011,34.3,2,26.2,0,10.1,0,26.2,0,42.3,26.2,173.3,36.3
COLUMBIA,2012,38.2,0,20.1,0,8.1,2,28.2,0,40.3,26.2,163,56.4
COLUMBIA,2013,14,0,18.1,2,14,0,32.1,0,46.1,26.1,152.5,42.1
COOS,1991,21.3,4.9,37.7,1.6,11.5,1.6,42.6,16.4,80.3,132.7,212.9,93.4
COOS,1992,30.6,8.1,25.8,0,9.7,0,40.3,20.9,54.7,146.5,215.7,115.9
COOS,1993,22.2,7.9,22.2,1.6,7.9,0,42.9,36.5,82.6,98.5,192.2,98.5
COOS,1994,22.1,6.3,23.7,1.6,0,1.6,44.3,7.9,71.1,136,271.9,124.9
COOS,1995,26.8,4.7,15.7,1.6,3.1,4.7,47.2,1.6,58.3,67.7,333.8,141.7
COOS,1996,25.2,7.9,25.2,3.2,6.3,0,36.2,3.2,66.2,93,230.1,67.8
COOS,1997,37.8,4.7,25.2,1.6,4.7,0,52,6.3,91.4,63,346.7,111.9
COOS,1998,45.9,3.2,31.6,9.5,26.9,6.3,53.8,9.5,91.7,53.8,389.1,110.7
COOS,1999,50.9,8,57.3,12.7,4.8,0,41.4,15.9,74.8,58.9,322.9,108.2
COOS,2000,55.7,3.2,44.6,9.6,9.6,4.8,36.6,6.4,63.7,25.5,351.9,90.8
COOS,2001,41.3,4.8,57.2,3.2,6.4,3.2,49.2,3.2,58.8,22.2,274.8,52.4
COOS,2002,25.5,8,33.5,3.2,9.6,1.6,39.9,0,47.9,19.2,249,54.3
COOS,2003,41.3,1.6,28.6,4.8,12.7,0,41.3,3.2,42.9,30.2,217.5,42.9
COOS,2004,47.8,1.6,41.5,0,1.6,0,30.3,14.4,60.6,28.7,223.3,60.6
COOS,2005,46.3,3.2,41.5,0,6.4,0,36.7,6.4,63.8,35.1,342.9,78.2
COOS,2006,42.9,6.4,41.3,4.8,11.1,3.2,23.8,11.1,71.5,22.3,306.8,73.1
COOS,2007,42.8,0,46,1.6,1.6,3.2,33.3,1.6,84.1,34.9,215.7,63.4
COOS,2008,41.1,1.6,44.3,1.6,4.7,1.6,26.9,6.3,66.4,22.1,128.1,41.1
COOS,2009,27,1.6,33.3,4.8,11.1,1.6,28.5,1.6,71.4,25.4,118.9,49.2
COOS,2010,22.2,6.3,25.4,0,6.3,4.8,22.2,3.2,79.3,12.7,104.7,50.8
